Democratic People's Republic of Korea, Italy, reef, 20, 63, baqxsi, 1582284844
Japan, Brazil, reef, 40, 76, irtajs, 1582284844
Norfolk Island, Bolivia, dry, 40, 261, jturmx, 1582284844
Cameroon, Guam, reef, 20, 36, qinkft, 1582284844
Macedonia, Cayman Islands, dry, 40, 266, wzrugq, 1582284844
Belize, Honduras, reef, 40, 275, miwpcu, 1582284844
Bouvet Island (Bouvetoya), Macedonia, dry, 40, 476, xezqhi, 1582284844
New Zealand, Monaco, reef, 40, 421, sghuaq, 1582284844
Libyan Arab Jamahiriya, Colombia, dry, 20, 410, gmebcw, 1582284844
Ecuador, Gambia, dry, 20, 389, vqenmj, 1582284844
Algeria, Sierra Leone, reef, 20, 106, cbxtdi, 1582284844
Bhutan, Bahrain, reef, 20, 289, nlwsqi, 1582284844
Brazil, United Kingdom, dry, 40, 7, zvminp, 1582284844
Austria, Poland, reef, 20, 189, lpkras, 1582284844
Albania, Swaziland, dry, 40, 333, vmowin, 1582284844
Puerto Rico, Yemen, reef, 40, 321, ozkmbg, 1582284844
Guadeloupe, Mali, reef, 40, 92, cteazv, 1582284844
Ecuador, Australia, dry, 40, 154, fyvpou, 1582284844
Tajikistan, Guadeloupe, reef, 40, 479, ivnfwp, 1582284844
French Guiana, Zimbabwe, reef, 40, 133, szlbdt, 1582284844
Liechtenstein, Anguilla, dry, 40, 71, ybwpkj, 1582284844
Netherlands Antilles, Spain, dry, 40, 350, inplfw, 1582284844
Democratic People's Republic of Korea, Kuwait, dry, 40, 353, ndrebs, 1582284844
Ireland, Maldives, dry, 20, 92, tchawx, 1582284844
Russian Federation, Bosnia and Herzegovina, reef, 20, 169, jmpiuv, 1582284844
Isle of Man, Serbia, dry, 20, 44, olpabv, 1582284844
Nicaragua, Liechtenstein, dry, 20, 50, qbfiem, 1582284844
Mauritius, Portugal, reef, 20, 25, dgwnqa, 1582284844
Armenia, Sao Tome and Principe, reef, 40, 254, ijdnsx, 1582284844
Montserrat, Sao Tome and Principe, reef, 20, 364, qxibjf, 1582284844
Portugal, Aruba, dry, 20, 304, xgsyet, 1582284844
American Samoa, Panama, dry, 40, 343, gawcvi, 1582284844
Dominica, Western Sahara, reef, 20, 213, cxjidn, 1582284844
Spain, British', reef, 20, 479, ifoumd, 1582284844
Guatemala, Democratic People's Republic of Korea, reef, 40, 17, bzhklp, 1582284844
Nauru, Poland, dry, 20, 102, vrisce, 1582284844
Egypt, Western Sahara, reef, 20, 500, bzwogx, 1582284844
Rwanda, Costa Rica, dry, 20, 438, vlyqrh, 1582284844
Myanmar, Myanmar, dry, 20, 317, djnlec, 1582284844
Jersey, British', reef, 40, 450, imrakp, 1582284844
Iran, South Georgia and the South Sandwich Islands, reef, 20, 463, gfhupy, 1582284844
Western Sahara, Costa Rica, reef, 20, 438, pmihvc, 1582284844
Montserrat, Aruba, reef, 20, 204, bnpgrf, 1582284844
Mexico, Romania, dry, 20, 128, kbfwov, 1582284844
Cuba, Trinidad and Tobago, reef, 40, 165, cevjni, 1582284844
French Southern Territories, Heard Island and McDonald Islands, reef, 40, 397, mkgvpj, 1582284844
Romania, Mali, dry, 40, 249, kyaced, 1582284844
Taiwan, Guam, reef, 40, 128, zlrbnq, 1582284844
Latvia, Taiwan, dry, 20, 456, ipnadg, 1582284844
Germany, Sudan, reef, 20, 122, oapdqg, 1582284844
United Kingdom, Japan, dry, 40, 137, okadcz, 1582284844
Macedonia, Dominican Republic, dry, 20, 114, abhtzq, 1582284844
Kazakhstan, British Indian Ocean Territory (Chagos Archipelago), reef, 40, 343, ltyohp, 1582284844
India, Myanmar, reef, 20, 497, mlwqco, 1582284844
American Samoa, Venezuela, dry, 40, 113, cdxogj, 1582284844
Faroe Islands, Solomon Islands, dry, 40, 174, pkqtuz, 1582284844
Equatorial Guinea, Reunion, reef, 20, 125, xlcdgv, 1582284844
Aruba, Vietnam, dry, 20, 166, lgvcyz, 1582284844
Liberia, Afghanistan, reef, 40, 394, wmqjtb, 1582284844
New Caledonia, Venezuela, dry, 40, 52, xqgejo, 1582284844
Hong Kong, Singapore, reef, 20, 49, fjpwye, 1582284844
Seychelles, Chile, reef, 20, 378, nrgskp, 1582284844
Malawi, Niue, reef, 40, 201, epmbgn, 1582284844
French Polynesia, French Guiana, dry, 20, 455, cnktuv, 1582284844
Malawi, Dominican Republic, dry, 40, 62, mainru, 1582284844
Jamaica, Poland, dry, 20, 401, ctuzvf, 1582284844
Kuwait, Holy See (Vatican City State), dry, 20, 418, bvegin, 1582284844
French Polynesia, Monaco, dry, 40, 396, kdeczm, 1582284844
U.S.', Kenya, dry, 20, 102, tyoudg, 1582284844
Netherlands, Aruba, reef, 40, 259, tvpsjk, 1582284844
Zimbabwe, Libyan Arab Jamahiriya, reef, 40, 69, hpwrdq, 1582284844
Uzbekistan, Mauritania, dry, 40, 473, mxnydr, 1582284844
Sri Lanka, Kyrgyz Republic, dry, 40, 250, hwzxga, 1582284844
Guatemala, Uruguay, reef, 20, 269, iyjfoz, 1582284844
South Africa, Czech Republic, reef, 20, 71, rjzgwq, 1582284844
British', Maldives, reef, 20, 238, nlsbtz, 1582284844
Azerbaijan, Antigua and Barbuda, reef, 20, 285, xgajyh, 1582284844
Bahamas, Falkland Islands (Malvinas), reef, 20, 80, ifpzka, 1582284844
Turks and Caicos Islands, Slovakia (Slovak Republic), dry, 20, 15, gaqorp, 1582284844
Cote d'Ivoire, Andorra, dry, 20, 486, qdzwno, 1582284844
French Guiana, Turkmenistan, reef, 20, 267, jailrb, 1582284844
Indonesia, Bulgaria, reef, 40, 255, eqsmhf, 1582284844
Zimbabwe, Samoa, reef, 20, 40, mahegq, 1582284844
Niue, Netherlands, dry, 20, 27, jbqyrc, 1582284844
Bolivia, Croatia, dry, 20, 37, wrpydx, 1582284844
Egypt, Cote d'Ivoire, reef, 40, 351, bmajwq, 1582284844
Mali, South Georgia and the South Sandwich Islands, dry, 40, 56, woiqnv, 1582284844
Morocco, Palestinian Territory, dry, 40, 224, ldniza, 1582284844
United States Minor Outlying Islands, Qatar, dry, 40, 284, ngpakx, 1582284844
Latvia, Hong Kong, dry, 20, 69, xipnhz, 1582284844
Greece, Nepal, dry, 40, 175, xcbght, 1582284844
Finland, Hungary, reef, 40, 210, zqmxrh, 1582284844
Kuwait, Mauritius, reef, 20, 492, tajqhr, 1582284844
Turkey, Belgium, reef, 20, 466, yprhjf, 1582284844
Ecuador, South Georgia and the South Sandwich Islands, reef, 20, 323, etwpny, 1582284844
Saint Pierre and Miquelon, Latvia, reef, 40, 371, ktlfvz, 1582284844
Falkland Islands (Malvinas), Suriname, reef, 20, 292, jubdyz, 1582284844
Saint Helena, Saint Helena, reef, 40, 383, uplzwj, 1582284844
Palestinian Territory, Andorra, reef, 20, 343, ymhvwn, 1582284844
Uruguay, Argentina, reef, 40, 49, jwigzr, 1582284844
Honduras, Mayotte, reef, 40, 483, yzecgu, 1582284844
Cuba, Puerto Rico, dry, 20, 150, grjafh, 1582284844
South Georgia and the South Sandwich Islands, Lebanon, reef, 40, 211, ncdime, 1582284844
Philippines, Ireland, dry, 40, 213, lcwvip, 1582284844
Turkey, San Marino, reef, 20, 270, nhpwku, 1582284844
San Marino, Liberia, reef, 40, 435, bcyuom, 1582284844
Yemen, Martinique, reef, 40, 329, vqesca, 1582284844
Republic of Korea, Iraq, dry, 20, 258, wohvue, 1582284844
South Africa, Indonesia, dry, 40, 181, vfsout, 1582284844
Bahrain, Honduras, reef, 40, 165, dcsqht, 1582284844
Guinea, Jordan, dry, 20, 194, ufypgi, 1582284844
Anguilla, Cook Islands, dry, 20, 368, uxkhfq, 1582284844
Tunisia, Saint Kitts and Nevis, reef, 40, 41, hvbulk, 1582284844
Isle of Man, Guyana, dry, 20, 118, fclnmx, 1582284844
Bosnia and Herzegovina, Saint Helena, reef, 40, 414, uicdhj, 1582284844
Palestinian Territory, Guadeloupe, dry, 40, 43, yqrxnk, 1582284844
Turkey, Tonga, reef, 20, 329, fnrspo, 1582284844
Northern Mariana Islands, United Kingdom, reef, 20, 105, uysltf, 1582284844
Cambodia, Philippines, dry, 20, 367, ogselw, 1582284844
Slovakia (Slovak Republic), Chile, reef, 20, 413, yvnbqt, 1582284844
Kazakhstan, Gabon, reef, 20, 93, vdfjqi, 1582284844
'Virgin Islands, British Indian Ocean Territory (Chagos Archipelago), reef, 40, 375, cbpvea, 1582284844
Gambia, Seychelles, dry, 20, 117, dtqsbf, 1582284844
New Caledonia, Bangladesh, reef, 20, 332, ephqkz, 1582284844
Estonia, Oman, dry, 20, 194, envboj, 1582284844
Syrian Arab Republic, French Southern Territories, reef, 20, 15, cpriql, 1582284844
Dominican Republic, Congo, reef, 20, 499, opklvy, 1582284844
Switzerland, Norway, reef, 20, 450, yighxw, 1582284844
Belize, Sierra Leone, reef, 40, 461, hlumgd, 1582284844
Qatar, Pakistan, reef, 20, 142, huxjdz, 1582284844
Guinea-Bissau, Samoa, reef, 40, 170, zjfroq, 1582284844
New Zealand, Marshall Islands, reef, 40, 129, hvaetk, 1582284844
Egypt, Brunei Darussalam, reef, 20, 245, rijbsw, 1582284844
Singapore, Guinea, dry, 20, 32, qvfnwl, 1582284844
Western Sahara, Maldives, dry, 20, 352, iujmbk, 1582284844
Western Sahara, Uganda, dry, 40, 302, yxovkm, 1582284844
Palestinian Territory, Central African Republic, reef, 20, 447, qvuojf, 1582284844
Martinique, Bahamas, reef, 40, 432, wvzqkx, 1582284844
Papua New Guinea, Vanuatu, reef, 20, 393, tnxhkz, 1582284844
Sao Tome and Principe, U.S.', dry, 40, 160, amvwrj, 1582284844
Bermuda, Philippines, dry, 40, 105, fkodsx, 1582284844
Togo, Uruguay, dry, 40, 379, gjihnr, 1582284844
Portugal, Saudi Arabia, reef, 40, 445, menzvl, 1582284844
El Salvador, Luxembourg, dry, 20, 155, nyhbkd, 1582284844
Algeria, Malta, dry, 20, 146, kcdhzl, 1582284844
Egypt, Malta, reef, 20, 402, hticwk, 1582284844
Albania, Bosnia and Herzegovina, dry, 40, 178, fduphi, 1582284844
Cape Verde, New Zealand, dry, 20, 200, ytjebl, 1582284844
Lebanon, Belgium, dry, 40, 138, lbvyhs, 1582284844
Gabon, Turkmenistan, dry, 40, 168, lktgyd, 1582284844
Gabon, Andorra, dry, 20, 414, twrdva, 1582284844
Netherlands Antilles, Djibouti, reef, 40, 423, fsdxgm, 1582284844
Italy, Bahamas, reef, 20, 460, xyatsq, 1582284844
Netherlands, Antigua and Barbuda, dry, 20, 157, upfswc, 1582284844
Brunei Darussalam, Andorra, reef, 40, 485, yvloti, 1582284844
Burundi, Macao, reef, 40, 105, ugnexr, 1582284844
Israel, France, dry, 40, 170, lnpugd, 1582284844
Montserrat, Palau, dry, 40, 221, ymfjvo, 1582284844
Burundi, Burkina Faso, reef, 40, 353, ifbjzh, 1582284844
Norway, Liechtenstein, reef, 40, 43, waocvd, 1582284844
Zambia, China, dry, 20, 381, jlfcvi, 1582284844
Ukraine, Gibraltar, dry, 40, 420, lnpexi, 1582284844
Netherlands Antilles, Grenada, dry, 20, 219, swrjtm, 1582284844
Northern Mariana Islands, Kuwait, reef, 40, 223, intysp, 1582284844
Colombia, Niue, reef, 40, 310, yzrvbe, 1582284844
Lithuania, Canada, dry, 40, 331, kerusp, 1582284844
Iran, Christmas Island, reef, 20, 470, javexu, 1582284844
Liechtenstein, Qatar, reef, 20, 456, zvkgtm, 1582284844
Bahrain, Malaysia, dry, 40, 475, vbgqdm, 1582284844
U.S.', United States of America, dry, 20, 349, lyiqhj, 1582284844
'Virgin Islands, Guinea, reef, 20, 172, cjeytv, 1582284844
Guatemala, Norway, dry, 20, 154, swkxyb, 1582284844
Chad, Venezuela, reef, 20, 133, zcrqaf, 1582284844
India, Tokelau, reef, 20, 203, zqehkw, 1582284844
Lao People's Democratic Republic, Belgium, dry, 40, 191, ymifwu, 1582284844
Madagascar, Comoros, dry, 20, 247, yuvlkq, 1582284844
Guam, Brunei Darussalam, reef, 40, 222, gyjmow, 1582284844
Switzerland, Niue, dry, 40, 84, odcapz, 1582284844
Central African Republic, Panama, reef, 40, 94, qafjet, 1582284844
Belize, Greece, reef, 20, 379, oustnd, 1582284844
Uganda, Japan, dry, 20, 51, fqvbah, 1582284844
Turks and Caicos Islands, Nicaragua, dry, 40, 114, qblmpc, 1582284844
Turkey, Liechtenstein, reef, 20, 64, aexsjl, 1582284844
Mexico, El Salvador, dry, 20, 406, mhwqdz, 1582284844
Liechtenstein, Czech Republic, dry, 40, 113, nydbkj, 1582284844
Isle of Man, Republic of Korea, reef, 40, 318, dvzhex, 1582284844
Nauru, Tokelau, reef, 40, 484, ojgmte, 1582284844
Norfolk Island, American Samoa, dry, 40, 227, txyujq, 1582284844
French Polynesia, Bulgaria, reef, 40, 464, lpxegj, 1582284844
American Samoa, Jersey, reef, 40, 55, qjgfez, 1582284844
Fiji, Malaysia, reef, 40, 321, gvxejb, 1582284844
Libyan Arab Jamahiriya, Bahamas, reef, 20, 92, pliykz, 1582284844
Togo, Cote d'Ivoire, reef, 20, 468, hcragw, 1582284844
Gibraltar, Papua New Guinea, reef, 20, 258, qeaohs, 1582284844
Belgium, India, dry, 20, 107, oyfplv, 1582284844
Bahamas, Namibia, dry, 20, 271, pmkrnl, 1582284844
Burundi, South Africa, reef, 20, 49, glwknd, 1582284844
British', Falkland Islands (Malvinas), dry, 20, 497, lfzgjk, 1582284844
San Marino, Turks and Caicos Islands, reef, 40, 276, shqadi, 1582284844
Greece, Turkey, reef, 20, 388, lgvypc, 1582284844
Cambodia, Sierra Leone, reef, 20, 248, cganub, 1582284844
Nepal, Russian Federation, dry, 40, 406, xzfvwb, 1582284844
Cyprus, Singapore, dry, 40, 380, aixgzc, 1582284844
New Zealand, Saint Helena, reef, 40, 50, klqubr, 1582284844
Bermuda, Malaysia, dry, 40, 361, elkhxa, 1582284844
Tanzania, Peru, dry, 20, 418, edjgni, 1582284844
Palestinian Territory, Lebanon, dry, 20, 383, htnbsq, 1582284844
Denmark, Brazil, reef, 20, 407, wfrsoj, 1582284844
Guadeloupe, Iran, dry, 20, 156, biweka, 1582284844
Suriname, French Southern Territories, reef, 40, 335, hmziyq, 1582284844
Mozambique, Puerto Rico, dry, 20, 281, rjtuwv, 1582284844
Morocco, Uzbekistan, dry, 40, 14, iufyle, 1582284844
Macao, 'Virgin Islands, dry, 40, 53, cptinu, 1582284844
Nauru, Holy See (Vatican City State), dry, 40, 196, rpnzeb, 1582284844
Suriname, Portugal, dry, 40, 145, ikaped, 1582284844
Wallis and Futuna, Palau, reef, 40, 207, mnpvhr, 1582284844
Guernsey, Swaziland, reef, 20, 303, tlnwuk, 1582284844
Cuba, Egypt, dry, 40, 488, dqmeou, 1582284844
Andorra, French Southern Territories, reef, 40, 495, lhnegs, 1582284844
Dominica, Chile, reef, 20, 116, nybvgc, 1582284844
Lesotho, Marshall Islands, reef, 20, 321, vegcow, 1582284844
Norway, Comoros, reef, 20, 239, whjptr, 1582284844
Suriname, Sweden, dry, 40, 240, wciter, 1582284844
Malta, Falkland Islands (Malvinas), dry, 20, 372, koirxy, 1582284844
Timor-Leste, Central African Republic, dry, 20, 421, oasxpr, 1582284844
Argentina, Puerto Rico, reef, 20, 238, qzdcxn, 1582284844
British Indian Ocean Territory (Chagos Archipelago), Congo, reef, 40, 445, zmtrcs, 1582284844
Iran, Ireland, dry, 40, 16, hyzljo, 1582284844
Kenya, Spain, reef, 20, 81, cvxlnq, 1582284844
Guatemala, Mozambique, dry, 20, 94, kvpwhf, 1582284844
Honduras, Kazakhstan, reef, 20, 422, ugwyca, 1582284844
Ghana, Ethiopia, dry, 20, 141, ptbjoy, 1582284844
Christmas Island, 'Virgin Islands, dry, 20, 494, nqwxip, 1582284844
Argentina, Namibia, reef, 40, 437, jlmzqh, 1582284844
'Virgin Islands, Nepal, reef, 40, 215, iblhpe, 1582284844
Cayman Islands, Tokelau, reef, 20, 212, zpcgxq, 1582284844
Vietnam, Anguilla, reef, 40, 276, kilmyb, 1582284844
American Samoa, Paraguay, reef, 20, 410, abnzck, 1582284844
Eritrea, Portugal, dry, 20, 306, ixctzs, 1582284844
Guadeloupe, Malawi, dry, 40, 340, jbkxzs, 1582284844
Sweden, Tajikistan, reef, 20, 274, uieybh, 1582284844
Georgia, Chad, dry, 40, 381, pgcyfv, 1582284844
United Arab Emirates, Tanzania, dry, 20, 202, gvuqwr, 1582284844
Madagascar, Burkina Faso, reef, 20, 334, hxtpgn, 1582284844
Saint Kitts and Nevis, Luxembourg, reef, 20, 236, ohgucl, 1582284844
Chile, Ecuador, dry, 40, 127, nawtbv, 1582284844
Dominica, British', dry, 20, 21, hypjxt, 1582284844
Bahrain, Marshall Islands, reef, 40, 458, ultjgi, 1582284844
Ethiopia, Montenegro, dry, 40, 67, tqrvfy, 1582284844
Canada, Vanuatu, dry, 40, 345, aniwcg, 1582284844
Nigeria, New Caledonia, dry, 20, 83, mzxjlc, 1582284844
Dominican Republic, Marshall Islands, dry, 40, 342, ypvfjx, 1582284844
Cayman Islands, Vanuatu, reef, 40, 114, cznulx, 1582284844
Austria, Puerto Rico, dry, 20, 279, rfwqgb, 1582284844
New Zealand, Niger, dry, 20, 226, keahqg, 1582284844
Costa Rica, Estonia, dry, 20, 463, thvaou, 1582284844
Jamaica, Guyana, dry, 20, 79, qbljtu, 1582284844
Estonia, Solomon Islands, reef, 40, 448, qerizv, 1582284844
Mauritania, Tajikistan, reef, 40, 57, gzkpme, 1582284844
Israel, Spain, dry, 20, 150, hnvieb, 1582284844
Uzbekistan, Netherlands, reef, 20, 122, qigtoe, 1582284844
Norway, Ethiopia, dry, 20, 16, nmtypu, 1582284844
Saint Vincent and the Grenadines, Guernsey, reef, 20, 283, obsvxd, 1582284844
Svalbard & Jan Mayen Islands, Australia, dry, 40, 495, qxygkh, 1582284844
Suriname, United States of America, reef, 40, 298, odptzr, 1582284844
Chile, China, dry, 20, 495, juqtry, 1582284844
Taiwan, Bahamas, dry, 20, 33, cjkopq, 1582284844
Burkina Faso, French Polynesia, reef, 20, 57, ptmsxq, 1582284844
Gabon, French Guiana, reef, 20, 313, tajzbx, 1582284844
Russian Federation, American Samoa, reef, 40, 236, nelhmx, 1582284844
Italy, Turks and Caicos Islands, reef, 20, 54, bdqkyw, 1582284844
Spain, Jordan, dry, 40, 480, acjrnv, 1582284844
New Caledonia, Barbados, reef, 20, 442, srvofg, 1582284844
Falkland Islands (Malvinas), Philippines, dry, 40, 348, teoxsy, 1582284844
Ethiopia, Belgium, dry, 40, 154, twjche, 1582284844
Saudi Arabia, French Polynesia, reef, 20, 26, oljaxw, 1582284844
Djibouti, Moldova, dry, 20, 199, dmlqze, 1582284844
Brazil, French Polynesia, reef, 40, 414, otjlus, 1582284844
Isle of Man, Ireland, dry, 20, 347, iagpbx, 1582284844
Turks and Caicos Islands, Albania, reef, 20, 224, ueljnz, 1582284844
Kenya, Uzbekistan, dry, 40, 275, dnwrcv, 1582284844
'Virgin Islands, Guadeloupe, dry, 40, 494, itycej, 1582284844
Georgia, India, reef, 40, 358, abwonl, 1582284844
United States of America, Bermuda, reef, 40, 162, actevx, 1582284844
Cuba, Sierra Leone, reef, 40, 133, vgeczj, 1582284844
South Georgia and the South Sandwich Islands, Aruba, reef, 20, 202, zptkjw, 1582284844
Guernsey, Bangladesh, dry, 20, 137, uenbol, 1582284844
Kyrgyz Republic, Tunisia, reef, 40, 269, yxvwmu, 1582284844
Spain, Monaco, reef, 20, 380, hizmyt, 1582284844
Philippines, Russian Federation, dry, 40, 404, kwhodu, 1582284844
San Marino, Ghana, reef, 40, 257, yldhgn, 1582284844
Greece, Grenada, reef, 40, 215, pkjinl, 1582284844
Saudi Arabia, Palestinian Territory, dry, 20, 22, euwlvn, 1582284844
Guyana, Denmark, dry, 40, 16, cjsrza, 1582284844
Palau, Sudan, dry, 40, 490, tlmqvp, 1582284844
Turkmenistan, Denmark, reef, 40, 230, hqvauw, 1582284844
Aruba, Afghanistan, dry, 20, 473, rhwsto, 1582284844
Iraq, Western Sahara, reef, 40, 18, vsgwhu, 1582284844
Gambia, Mauritius, reef, 20, 255, yzdeiq, 1582284844
Mexico, Bahamas, dry, 40, 416, ylaoxu, 1582284844
Nigeria, Botswana, reef, 40, 106, ktpcwr, 1582284844
Albania, Mali, reef, 40, 164, omgkqs, 1582284844
Tonga, Bangladesh, reef, 40, 176, gxhczt, 1582284844
Egypt, Nauru, reef, 20, 264, xbevio, 1582284844
Bouvet Island (Bouvetoya), Morocco, reef, 20, 372, aixmfb, 1582284844
Austria, Hungary, reef, 40, 231, gxufhl, 1582284844
Malta, New Zealand, dry, 20, 303, qrxiod, 1582284844
Nauru, Antarctica (the territory South of 60 deg S), reef, 20, 53, ovqabk, 1582284844
Malta, Trinidad and Tobago, reef, 40, 54, spogvq, 1582284844
Paraguay, Tajikistan, reef, 40, 173, hsifrt, 1582284844
Bouvet Island (Bouvetoya), Haiti, dry, 20, 12, jmfyob, 1582284844
Croatia, Botswana, reef, 20, 473, iwapfg, 1582284844
Sudan, Mozambique, dry, 40, 14, irmxfl, 1582284844
San Marino, 'Virgin Islands, reef, 40, 121, dfnxhk, 1582284844
Ukraine, Saudi Arabia, reef, 40, 170, sdavnt, 1582284844
Norfolk Island, Liberia, reef, 40, 497, ocvbum, 1582284844
Fiji, Iraq, reef, 20, 346, ymxrfv, 1582284844
Kazakhstan, Niue, dry, 20, 239, cdzfpx, 1582284844
Tuvalu, New Zealand, reef, 40, 56, gihnpw, 1582284844
Palestinian Territory, Niger, reef, 20, 160, airmof, 1582284844
Yemen, Palestinian Territory, dry, 40, 197, qkbmdp, 1582284844
Nigeria, Ecuador, reef, 40, 105, jrexfl, 1582284844
Cameroon, China, reef, 20, 482, ivqtso, 1582284844
Hong Kong, U.S.', reef, 40, 443, ufhkjx, 1582284844
Russian Federation, Venezuela, dry, 40, 402, txaevb, 1582284844
Cuba, Kazakhstan, reef, 40, 450, yobtgf, 1582284844
Netherlands Antilles, Norfolk Island, reef, 40, 209, mjuhbl, 1582284844
Solomon Islands, Fiji, dry, 40, 410, bwhtam, 1582284844
Saint Kitts and Nevis, Burundi, reef, 40, 439, lkdhat, 1582284844
Holy See (Vatican City State), Botswana, reef, 40, 188, diowxl, 1582284844
'Virgin Islands, Macao, reef, 20, 206, gwervb, 1582284844
Somalia, Cyprus, dry, 40, 409, tucznb, 1582284844
Oman, San Marino, reef, 20, 32, cwmerf, 1582284844
U.S.', Sweden, reef, 40, 230, kzrixa, 1582284844
Honduras, Switzerland, reef, 40, 65, uehvpj, 1582284844
Albania, El Salvador, dry, 40, 91, iunlwt, 1582284844
Heard Island and McDonald Islands, Mayotte, dry, 20, 326, jmoiap, 1582284844
U.S.', Norway, dry, 40, 325, neabxf, 1582284844
Estonia, Solomon Islands, reef, 40, 264, ljkvao, 1582284844
Slovenia, Cape Verde, reef, 20, 281, abemgt, 1582284844
Togo, Paraguay, dry, 40, 174, qbhzec, 1582284844
Martinique, Mali, dry, 20, 193, hoydvp, 1582284844
'Virgin Islands, El Salvador, dry, 40, 77, hqevrc, 1582284844
Djibouti, Peru, reef, 40, 400, bmaqod, 1582284844
Rwanda, Tonga, reef, 40, 495, seybwa, 1582284844
Argentina, Ukraine, reef, 20, 154, yrmsbx, 1582284844
Georgia, Mali, dry, 20, 437, bfaesu, 1582284844
Ethiopia, China, reef, 40, 70, kybcmj, 1582284844
Argentina, Niue, dry, 40, 149, wcaoig, 1582284844
Pakistan, Nigeria, reef, 40, 4, bhxofv, 1582284844
Trinidad and Tobago, Peru, reef, 20, 17, azlygf, 1582284844
French Polynesia, French Polynesia, reef, 40, 243, zduypv, 1582284844
Greece, Spain, reef, 40, 147, irdsqa, 1582284844
Austria, Morocco, reef, 20, 350, ybrxct, 1582284844
Mongolia, British Indian Ocean Territory (Chagos Archipelago), dry, 20, 356, dcjrmu, 1582284844
Costa Rica, Guyana, dry, 40, 95, igltdm, 1582284844
Mozambique, Cote d'Ivoire, dry, 20, 181, ufeijb, 1582284844
Hungary, Finland, reef, 40, 302, ckxvwp, 1582284844
Slovakia (Slovak Republic), United States Minor Outlying Islands, reef, 20, 302, zhslcn, 1582284844
Libyan Arab Jamahiriya, Ethiopia, reef, 40, 410, izbuje, 1582284844
Maldives, Kazakhstan, reef, 40, 223, rqiugz, 1582284844
Denmark, Svalbard & Jan Mayen Islands, dry, 20, 310, xrqhad, 1582284844
Vanuatu, Malawi, reef, 20, 41, gxmhfq, 1582284844
Bhutan, Guyana, dry, 40, 107, ldwoai, 1582284844
'Virgin Islands, Costa Rica, reef, 40, 23, frlinh, 1582284844
Wallis and Futuna, Kuwait, reef, 20, 212, ujvxmi, 1582284844
Cuba, Israel, dry, 20, 298, fwkbat, 1582284844
Liechtenstein, Indonesia, dry, 40, 449, hprefc, 1582284844
Azerbaijan, Paraguay, dry, 40, 87, clvfts, 1582284844
Somalia, Vanuatu, reef, 40, 19, tkwdav, 1582284844
Belgium, Comoros, reef, 40, 186, ozrgqh, 1582284844
Italy, Zambia, reef, 20, 164, cyxzmo, 1582284844
Syrian Arab Republic, Canada, dry, 20, 76, ojhxsp, 1582284844
Kiribati, Ukraine, dry, 40, 302, modyph, 1582284844
Democratic People's Republic of Korea, Solomon Islands, reef, 20, 409, jhcaed, 1582284844
Cape Verde, Canada, reef, 20, 176, omvqkc, 1582284844
Mongolia, Cyprus, dry, 20, 85, leyvgw, 1582284844
Tanzania, Angola, reef, 40, 481, ockpry, 1582284844
Saint Martin, French Southern Territories, reef, 40, 121, hkixop, 1582284844
Sweden, Martinique, reef, 20, 440, prtjdg, 1582284844
Montserrat, Bangladesh, dry, 40, 129, xuwbjz, 1582284844
U.S.', Belgium, dry, 40, 318, gtqcpx, 1582284844
Netherlands, Kuwait, dry, 20, 277, urvoqw, 1582284844
Norfolk Island, Vanuatu, dry, 40, 33, vtaunp, 1582284844
Mauritania, Republic of Korea, dry, 20, 436, nfkltg, 1582284844
Ukraine, Marshall Islands, reef, 40, 328, hovdpc, 1582284844
Northern Mariana Islands, Jordan, reef, 20, 112, kxbsni, 1582284844
Uruguay, Yemen, dry, 40, 254, gnxjuk, 1582284844
Slovakia (Slovak Republic), Christmas Island, dry, 20, 244, liagqe, 1582284844
Bolivia, Myanmar, reef, 20, 477, byexdi, 1582284844
Sao Tome and Principe, U.S.', reef, 40, 228, aqzsti, 1582284844
Indonesia, Kyrgyz Republic, dry, 40, 78, sbeavm, 1582284844
Lao People's Democratic Republic, Chile, dry, 40, 131, ojtvsm, 1582284844
'Virgin Islands, Israel, dry, 20, 453, bnjzir, 1582284844
'Virgin Islands, Algeria, dry, 20, 437, lbxmyw, 1582284844
Lithuania, Afghanistan, reef, 20, 483, lqjbei, 1582284844
Mauritania, Bosnia and Herzegovina, reef, 20, 73, ymtpki, 1582284844
Congo, Yemen, reef, 40, 433, ecfagz, 1582284844
Netherlands Antilles, French Guiana, dry, 20, 12, axbnyz, 1582284844
Austria, Bulgaria, reef, 20, 354, izdymg, 1582284844
Macao, Antigua and Barbuda, reef, 40, 429, vhzadm, 1582284844
Luxembourg, Tunisia, reef, 20, 255, oacvxu, 1582284844
Kyrgyz Republic, Lebanon, reef, 20, 389, qdygvt, 1582284844
South Georgia and the South Sandwich Islands, Barbados, dry, 40, 243, vmkunx, 1582284844
South Georgia and the South Sandwich Islands, Canada, reef, 20, 350, kghdsn, 1582284844
French Guiana, French Polynesia, dry, 20, 140, pdunby, 1582284844
Puerto Rico, New Caledonia, reef, 40, 421, lwxzra, 1582284844
Saint Vincent and the Grenadines, Republic of Korea, reef, 20, 199, zeinqj, 1582284844
Papua New Guinea, Pakistan, dry, 40, 386, inflsv, 1582284844
